Item,Sales_Count,Stock_Level,Demand_Score,Profit_Margin,Competitor_Saturation,Reorder_Frequency,Stock_to_Sales_Ratio,Demand_to_Stock_Ratio,Location_Bangalore,Location_Bhopal,Location_Chennai,Location_Delhi,Location_Hyderabad,Location_Indore,Location_Jaipur,Location_Kolkata,Location_Lucknow,Location_Mumbai,Location_Nagpur,Location_Pune,Location_Surat,Location_Visakhapatnam,Category_Electronics,Category_Grocery,Category_Home Essentials,Category_Stationery,Recommendation_Score,Shop_ID
Coffee,0.3614141414141414,0.888888888888889,0.65,0.5506666666666666,10,0.3614141414141414,0.6529158628876689,0.3441176470588235,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.3593833,884337d3
Sneakers,0.1208080808080808,0.686868686868687,0.6,0.0535555555555555,6,0.1208080808080808,0.6128334534967558,0.355688622754491,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.11680747,65ae659b
Stapler,0.9096969696969698,0.2707070707070707,0.95,0.6164444444444445,16,0.9096969696969698,0.1417539405479741,0.7476152623211446,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.9094729,15f9c616
Saree,0.1022222222222222,0.3717171717171717,0.95,0.0108888888888888,23,0.1022222222222222,0.3372434017595308,0.6925625920471281,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.101418965,af1f3d1d
Mobile,0.5993939393939395,0.2464646464646464,0.15,0.2862222222222222,20,0.5993939393939395,0.1540987747884299,0.1203403565640194,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.6017391,81df94ec
Soap,0.2397979797979798,0.5737373737373738,0.8500000000000001,0.4546666666666667,15,0.2397979797979798,0.462766824181196,0.5401155327342747,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.23583807,ccfb591d
Headphones,0.1494949494949495,0.8262626262626263,0.675,0.7404444444444445,14,0.1494949494949495,0.7188049209138839,0.3696073008849558,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.1472104,85494fd5
TV,0.7917171717171717,0.4808080808080808,0.25,0.0295555555555555,13,0.7917171717171717,0.2683504340962904,0.1688267394270123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7926952,2618fdc6
Wheat,0.7911111111111112,0.2727272727272727,0.95,0.1608888888888889,16,0.7911111111111112,0.1522670877509586,0.7464285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.79230046,8746316e
Detergent,0.715959595959596,0.5696969696969697,0.125,0.8522222222222222,26,0.715959595959596,0.3319990581587002,0.0796332046332046,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.720594,b210b14c
Soap,0.636969696969697,0.3939393939393939,0.025,0.1271111111111111,14,0.636969696969697,0.2406516105146242,0.0179347826086956,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.64064527,9e1635ae
Speakers,0.2121212121212121,0.8808080808080808,0.675,0.2257777777777778,21,0.2121212121212121,0.7266666666666667,0.3588882921589689,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.21107422,97a04801
TV,0.6288888888888889,0.2444444444444444,0.675,0.7602222222222222,13,0.6288888888888889,0.1500682128240108,0.5424107142857143,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.6295987,c4f7e707
Jacket,0.715959595959596,0.0383838383838383,0.025,0.8946666666666667,11,0.715959595959596,0.0223687308688485,0.0240758754863813,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7166477,022e8241
Hoodie,0.0917171717171717,0.9595959595959596,0.8500000000000001,0.9764444444444444,18,0.0917171717171717,0.8789785344189489,0.4337628865979382,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.092222705,b4f63f3c
Jacket,0.8494949494949495,0.7292929292929293,0.8999999999999999,0.3833333333333333,12,0.8494949494949495,0.3943200436919716,0.5204439252336448,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.85168123,2e79b9ce
Mop,0.3963636363636363,0.795959595959596,0.75,0.9913333333333334,21,0.3963636363636363,0.5700231481481483,0.4176040494938132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.39744323,2202dca2
Eggs,0.3032323232323232,0.3777777777777777,1.0,0.8608888888888889,10,0.3032323232323232,0.2898775383661447,0.7258064516129032,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.29746544,661b556a
Formal Shirt,0.9525252525252526,0.5191919191919192,0.125,0.9648888888888888,14,0.9525252525252526,0.2659079151577858,0.0822805851063829,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9518589,d98ee64f
T-shirt,0.7042424242424243,0.6707070707070708,0.2249999999999999,0.6006666666666667,22,0.7042424242424243,0.3935514461830252,0.1346735187424425,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.70166117,c7d07371
Glue,0.2177777777777777,0.694949494949495,0.375,0.8097777777777777,17,0.2177777777777777,0.5706702057067021,0.2212455303933254,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.21635665,a3f40cc8
Hoodie,0.1735353535353535,0.5333333333333333,0.475,0.8862222222222222,15,0.1735353535353535,0.4544672060595627,0.3097826086956521,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.17260629,eb9db2f7
Shampoo,0.5486868686868688,0.1494949494949495,0.15,0.5273333333333333,26,0.5486868686868688,0.0965301330550482,0.1304920913884006,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.54779017,b032d5d2
Rice,0.8995959595959596,0.1616161616161616,0.3,0.4908888888888889,8,0.8995959595959596,0.0850792300329681,0.2582608695652174,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.89894724,e55ec390
Detergent,0.7832323232323233,0.7111111111111111,0.7,0.5673333333333334,18,0.7832323232323233,0.3987764812507081,0.409090909090909,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.7801087,05630896
Tablet,0.4638383838383838,0.008080808080808,0.2249999999999999,0.696,19,0.4638383838383838,0.0055202870549268,0.223196392785571,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.46381962,2e76bf40
Highlighter,0.6454545454545455,0.3393939393939393,0.0999999999999999,0.0835555555555555,12,0.6454545454545455,0.2062615101289134,0.0746606334841628,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6450551,ea2bf79d
Jeans,0.934949494949495,0.3292929292929293,0.525,0.7439999999999999,21,0.934949494949495,0.1701816663186469,0.3949468085106383,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9362575,3f5b727e
Tea,0.1553535353535353,0.8323232323232324,0.025,0.0091111111111111,10,0.1553535353535353,0.720405665326106,0.0136438809261301,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.15597415,8ca9c58b
Mop,0.9064646464646464,0.4565656565656565,0.0499999999999999,0.4835555555555555,21,0.9064646464646464,0.2394828865105435,0.0343273231622745,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.90647197,153f3c7f
Formal Shirt,0.5927272727272728,0.0444444444444444,0.65,0.6046666666666667,9,0.5927272727272728,0.0279046169457128,0.622340425531915,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5919278,f2254640
Jeans,0.9927272727272728,0.9353535353535354,0.5,0.304,25,0.9927272727272728,0.4693836171938362,0.2583507306889352,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9923525,865309af
Laptop,0.9814141414141414,0.0727272727272727,0.825,0.4284444444444444,15,0.9814141414141414,0.0367047308319738,0.7690677966101694,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.980799,2d68a175
Pencil,0.1094949494949494,0.1313131313131313,0.2,0.9575555555555556,9,0.1094949494949494,0.1183539694100509,0.1767857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.10960251,7be7abdc
Pen,0.3393939393939393,0.9656565656565655,0.675,0.9937777777777776,24,0.3393939393939393,0.7209653092006032,0.3433967112024666,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.3384195,b4566b77
Jeans,0.4444444444444444,0.5050505050505051,0.375,0.2806666666666667,16,0.4444444444444444,0.3496503496503497,0.2491610738255033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44630712,a6faa417
Pencil,0.4628282828282828,0.0202020202020202,0.8500000000000001,0.5648888888888889,24,0.4628282828282828,0.0138102472034249,0.8331683168316834,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4623836,dba1cf1e
Sanitizer,0.7323232323232324,0.6828282828282829,0.0999999999999999,0.7468888888888888,13,0.7323232323232324,0.3941690962099126,0.059423769507803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7376766,73049cff
Stapler,0.3016161616161616,0.2747474747474747,0.4,0.2704444444444445,12,0.3016161616161616,0.2110817941952506,0.3137876386687797,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.30200872,b39087b7
Shampoo,0.457979797979798,0.6383838383838384,0.525,0.1991111111111111,21,0.457979797979798,0.4378550644312041,0.3204377311960542,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.45952314,bcabf980
Eggs,0.7957575757575758,0.6242424242424243,0.65,0.5053333333333333,14,0.7957575757575758,0.3476206547418157,0.4001865671641791,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.79783636,cfc18fd0
Notebook,0.7113131313131313,0.5414141414141415,0.125,0.2555555555555556,15,0.7113131313131313,0.3163735096210601,0.081094364351245,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.7065023,c6db3cb1
Detergent,0.604040404040404,0.3353535353535353,0.0499999999999999,0.8657777777777778,24,0.604040404040404,0.2090680100755667,0.0374432677760967,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.60748625,12b44bf8
Flour,0.2531313131313131,0.7434343434343434,0.975,0.0526666666666666,11,0.2531313131313131,0.5932613251652427,0.5592410196987254,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2518435,469d08ca
Toothpaste,0.1139393939393939,0.3656565656565656,0.15,0.1353333333333333,22,0.1139393939393939,0.3282553500181356,0.1098372781065088,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.11094704,71ea0189
Toothpaste,0.3993939393939393,0.501010101010101,0.0999999999999999,0.128,22,0.3993939393939393,0.3580193445936191,0.0666218034993269,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.40155256,8352443d
Sneakers,0.8341414141414142,0.2545454545454545,0.675,0.0782222222222222,16,0.8341414141414142,0.1387818041634541,0.5380434782608696,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8333393,7fa4ba9e
Rice,0.7383838383838385,0.3676767676767676,0.55,0.0191111111111111,13,0.7383838383838385,0.2115049389889598,0.4021418020679468,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.7375834,4e5b2182
Tablet,0.2808080808080808,0.5858585858585859,0.4,0.6404444444444445,14,0.2808080808080808,0.4574132492113564,0.2522292993630573,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.27991188,2913e8d4
Marker,0.7591919191919192,0.1919191919191919,0.4,0.5219999999999999,14,0.7591919191919192,0.1090950849793293,0.3355932203389831,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.7569492,9e7ba838
Sanitizer,0.5638383838383839,0.8484848484848485,0.175,0.3588888888888888,17,0.5638383838383839,0.5425655600051673,0.0946721311475409,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.56415117,433e1d48
Sneakers,0.0775757575757575,0.1959595959595959,0.2249999999999999,0.7384444444444443,17,0.0775757575757575,0.1818522684664416,0.1881334459459458,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.07532347,5227203e
Rice,1.0,0.0585858585858585,0.95,0.3184444444444444,10,1.0,0.0292929292929292,0.8974236641221374,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.9972484,c539a5ef
Tea,0.168080808080808,0.604040404040404,0.8500000000000001,0.0071111111111111,11,0.168080808080808,0.5171221030785196,0.529911838790932,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.16647041,90235cb2
Sugar,0.3622222222222222,0.101010101010101,0.8999999999999999,0.9593333333333334,18,0.3622222222222222,0.074150971377725,0.8174311926605504,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3642766,d12f08a8
Shampoo,0.8315151515151515,0.4383838383838384,0.15,0.5235555555555556,19,0.8315151515151515,0.2393558349878667,0.1042837078651685,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.83223486,1dac76c7
Pen,0.6539393939393939,0.4141414141414141,0.25,0.2253333333333333,18,0.6539393939393939,0.2503969708073775,0.1767857142857143,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.65437376,81d515c9
T-shirt,0.8696969696969697,0.1616161616161616,0.8500000000000001,0.8357777777777777,13,0.8696969696969697,0.0864397622906537,0.7317391304347828,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8675965,03829e3d
Headphones,0.6630303030303031,0.7191919191919193,0.825,0.6744444444444444,18,0.6630303030303031,0.4324586977648202,0.4798766157461809,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.66586334,56e0cf01
Cooking Oil,0.23010101010101,0.5272727272727273,0.7749999999999999,0.7053333333333334,13,0.23010101010101,0.4286418131056004,0.5074404761904762,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.23662354,8737fa43
Pencil,0.7656565656565657,0.1878787878787878,0.2249999999999999,0.7946666666666666,13,0.7656565656565657,0.1064073226544622,0.1894132653061223,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.76668835,1e42dd67
Eggs,0.0476767676767676,0.604040404040404,0.2,0.4806666666666666,14,0.0476767676767676,0.5765522560740456,0.1246851385390428,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.049271666,1a186caf
Eggs,0.1626262626262626,0.7838383838383839,0.175,0.8633333333333334,15,0.1626262626262626,0.6741963509991312,0.0981030577576443,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.16171728,fe14d495
Coffee,0.2814141414141414,0.8686868686868687,1.0,0.764,13,0.2814141414141414,0.6779126596247833,0.5351351351351351,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.28332722,c98c10ae
Mop,0.7662626262626263,0.3575757575757575,0.6,0.6784444444444444,27,0.7662626262626263,0.2024476724236531,0.4419642857142857,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.7661712,10dfa240
Highlighter,0.8470707070707071,0.8525252525252526,0.025,0.6888888888888889,24,0.8470707070707071,0.4615552881986219,0.0134950926935659,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.84921026,dbf89870
Formal Shirt,0.8832323232323233,0.7595959595959596,0.8,0.9466666666666668,26,0.8832323232323233,0.4033469212615319,0.4546498277841562,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8838431,03dfa4e2
Highlighter,0.9656565656565655,0.9313131313131312,0.825,0.7817777777777778,16,0.9656565656565655,0.4737923946557039,0.4271705020920502,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9653543,11dd8938
Saree,0.4961616161616162,0.5838383838383839,0.4499999999999999,0.4617777777777778,14,0.4961616161616162,0.3902241425870916,0.2841198979591836,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.49621576,eae20023
Jeans,0.7331313131313132,0.6464646464646465,0.525,0.8693333333333333,13,0.7331313131313132,0.3730038466021681,0.3188650306748466,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.73420334,ce1f1f87
Toothpaste,0.5157575757575757,0.985858585858586,0.7749999999999999,0.2813333333333334,17,0.5157575757575757,0.6504065040650407,0.3902594099694811,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.51401246,bfaed344
Wheat,0.5248484848484849,0.4707070707070707,0.6,0.0226666666666666,17,0.5248484848484849,0.3086910439851616,0.4079670329670329,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.52554995,97b4e06a
Headphones,0.7862626262626263,0.2909090909090909,0.525,0.5964444444444444,14,0.7862626262626263,0.1628590816557339,0.4066901408450704,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7860335,4da48ecf
Milk,0.9395959595959597,0.602020202020202,0.3,0.4702222222222222,22,0.9395959595959597,0.3103843349651077,0.1872635561160151,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.939101,10b924f0
Mop,0.3836363636363636,0.5434343434343435,0.475,0.9468888888888888,27,0.3836363636363636,0.3927580668710761,0.3077552356020941,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.38380352,85716cb4
Tablet,0.1109090909090909,0.4181818181818181,0.8999999999999999,0.204,17,0.1109090909090909,0.3764320785597381,0.6346153846153847,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.108586185,260b41d1
Coffee,0.2195959595959596,0.2747474747474747,0.425,0.8604444444444445,7,0.2195959595959596,0.2252774556899121,0.3333993660855784,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.21952914,fe67ff91
Jacket,0.8527272727272728,0.9818181818181818,0.675,0.8953333333333333,13,0.8527272727272728,0.5299313052011776,0.3405963302752293,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.85443115,736b9398
T-shirt,0.2686868686868687,0.4505050505050505,0.975,0.0064444444444444,18,0.2686868686868687,0.3550955414012739,0.6721796657381616,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.2691499,3eea6e84
Camera,0.201010101010101,0.5535353535353535,0.25,0.2086666666666667,17,0.201010101010101,0.4608915054667787,0.1609232769830949,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.19920014,83eb5221
Stapler,0.3783838383838384,0.3292929292929293,0.425,0.2755555555555555,12,0.3783838383838384,0.2388978455224974,0.3197188449848024,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.37941235,5602bb80
Marker,0.4555555555555555,0.896969696969697,0.625,0.5684444444444444,14,0.4555555555555555,0.6162387231089521,0.3294728434504792,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.4547792,1019855b
Cooking Oil,0.7472727272727273,0.4747474747474747,0.4499999999999999,0.3064444444444444,16,0.7472727272727273,0.271707711874205,0.3051369863013698,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7505973,7a4de980
Camera,0.003030303030303,0.0868686868686868,0.475,0.8088888888888889,20,0.003030303030303,0.0866062437059415,0.4370353159851301,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.003319194,8e827107
Cooking Oil,0.8672727272727273,0.3616161616161616,0.5,0.0464444444444444,12,0.8672727272727273,0.1936600670777886,0.3672106824925816,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.86622494,ecadaa38
Eraser,0.1547474747474747,0.5818181818181819,0.6,0.2217777777777778,23,0.1547474747474747,0.5038488453463962,0.3793103448275861,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.15827735,74088b67
Marker,0.922020202020202,0.2424242424242424,0.5,0.0051111111111111,20,0.922020202020202,0.1261299138112255,0.4024390243902439,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9212911,dba3a6be
Jeans,0.3204040404040404,0.9292929292929294,0.65,0.9528888888888888,15,0.3204040404040404,0.7037943696450428,0.3369109947643979,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.31708926,1ff12f29
Coffee,0.2501010101010101,0.1858585858585858,0.4499999999999999,0.132,12,0.2501010101010101,0.1486748545572074,0.3794718909710391,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.24922839,e03db8d7
Laptop,0.5258585858585859,0.2363636363636363,0.3,0.7597777777777777,19,0.5258585858585859,0.1549053356282271,0.2426470588235294,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.5273357,fdbc1231
Eraser,0.4274747474747474,0.7838383838383839,0.3249999999999999,0.9211111111111112,18,0.4274747474747474,0.5491084064534391,0.1821913929784823,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.43063235,d52b6f6b
Flour,0.7406060606060606,0.4909090909090909,0.95,0.2877777777777778,12,0.7406060606060606,0.2820334261838439,0.6371951219512194,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.7396349,e4e78a41
Saree,0.0006060606060606,0.98989898989899,0.2,0.0993333333333333,16,0.0006060606060606,0.989299414496265,0.1005076142131979,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0023531623,6b405d68
Saree,0.317979797979798,0.595959595959596,0.65,0.701111111111111,18,0.317979797979798,0.4521765787860208,0.4072784810126582,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3222284,73238879
Saree,0.7147474747474748,0.9818181818181818,0.25,0.4015555555555556,19,0.7147474747474748,0.5725730442978323,0.1261467889908256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.71181875,00a386e3
Flour,0.668888888888889,0.5373737373737374,0.0499999999999999,0.5615555555555555,11,0.668888888888889,0.3219949158697494,0.0325229960578185,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.6672429,b990caf2
Smartwatch,0.2573737373737373,0.8282828282828283,0.8,0.2111111111111111,15,0.2573737373737373,0.6587403598971723,0.4375690607734807,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.2575748,d0f156c3
Shampoo,0.5143434343434344,0.6404040404040404,0.75,0.6524444444444444,23,0.5143434343434344,0.4228922091782284,0.457204433497537,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.51043403,5a117a20
Mop,0.7787878787878788,0.1252525252525252,0.4499999999999999,0.9088888888888887,15,0.7787878787878788,0.0704145371947756,0.3999102333931776,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.77833474,5f35494d
Sanitizer,0.3103030303030303,0.404040404040404,0.8999999999999999,0.4142222222222222,24,0.3103030303030303,0.3083564600678384,0.6410071942446043,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.30831712,4b189042
Sugar,0.8080808080808082,0.2949494949494949,0.525,0.9408888888888888,10,0.8080808080808082,0.1631284916201117,0.405421216848674,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8066906,85513713
Toothpaste,0.0173737373737373,0.591919191919192,0.0,0.3811111111111111,27,0.0173737373737373,0.5818109610802225,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.018498182,16080997
Pen,0.2644444444444444,0.6262626262626263,0.725,0.8726666666666667,24,0.2644444444444444,0.4952867870266816,0.445807453416149,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.26930168,9920af33
Camera,0.8006060606060607,0.2808080808080808,0.425,0.6377777777777778,18,0.8006060606060607,0.1559519802535622,0.3318217665615142,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.7998163,e785066f
Dishwasher Liquid,0.712929292929293,0.8141414141414142,0.025,0.6017777777777777,19,0.712929292929293,0.4752918976294374,0.0137806236080178,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.7112805,485a6f09
Pencil,0.527878787878788,0.898989898989899,0.675,0.1682222222222222,15,0.527878787878788,0.5883908501917229,0.3554521276595745,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.5280543,16c8a3c2
Shampoo,0.7301010101010101,0.3858585858585858,0.975,0.433111111111111,23,0.7301010101010101,0.2230266230733301,0.7035349854227405,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.73158866,84f94dc9
TV,0.8355555555555556,0.1393939393939393,0.4499999999999999,0.2319999999999999,18,0.8355555555555556,0.0759410081443979,0.3949468085106383,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.8373131,eb0ebcd4
Mop,0.7018181818181819,0.6424242424242425,0.525,0.8988888888888888,17,0.7018181818181819,0.3774928774928774,0.3196494464944649,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.69681007,c918e292
Wheat,0.9915151515151516,0.8767676767676769,0.8,0.8326666666666667,23,0.9915151515151516,0.440251572327044,0.426264800861141,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.99463135,7e247095
Sanitizer,0.7488888888888889,0.1171717171717171,0.8999999999999999,0.7031111111111111,24,0.7488888888888889,0.0669978052443109,0.8056057866184448,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.74864364,9c4a2a57
Glue,0.6860606060606061,0.5797979797979799,0.2,0.9926666666666668,10,0.6860606060606061,0.3438773064941289,0.1265984654731458,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.68656373,865129e3
Rice,0.007070707070707,0.9656565656565655,0.575,0.7982222222222223,19,0.007070707070707,0.9588766298896688,0.2925231243576567,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0066245827,b58f9743
Mobile,0.7993939393939394,0.202020202020202,0.0999999999999999,0.0268888888888888,16,0.7993939393939394,0.1122712473335578,0.0831932773109242,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.7997537,29284c40
Mobile,0.047070707070707,0.8383838383838385,0.95,0.6397777777777778,20,0.047070707070707,0.8006945784294811,0.5167582417582417,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.049119536,732aa488
Shampoo,0.9404040404040404,0.3878787878787879,0.925,0.8826666666666666,26,0.9404040404040404,0.1998958875585632,0.6664847161572053,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9384184,31f05270
Rice,0.9781818181818184,0.2828282828282828,0.3,0.0397777777777777,14,0.9781818181818184,0.1429738562091503,0.2338582677165354,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.9778774,32f94cd6
Dishwasher Liquid,0.3991919191919192,0.3191919191919192,0.975,0.6193333333333333,23,0.3991919191919192,0.2281259023967658,0.7390888208269525,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.39954627,9f9f3c62
Notebook,0.9608080808080808,0.3636363636363636,0.075,0.2482222222222223,15,0.9608080808080808,0.1854522975479084,0.055,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.96168584,89efc7ea
Formal Shirt,0.362020202020202,0.9353535353535354,0.7749999999999999,0.1104444444444444,14,0.362020202020202,0.6867398398101453,0.4004436325678496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3634719,8d647699
